codigo_municipio,sigla_estado,nome_municipio,numero_de_estabelecimentos_agricolas,numero_de_tratores_em_uso
4123857,PR,Santa Maria do Oeste,327.0,452.0
4123907,PR,Santa Mariana,160.0,484.0
4123956,PR,Santa Mônica,66.0,139.0
4124004,PR,Santana do Itararé,212.0,345.0
4124020,PR,Santa Tereza do Oeste,195.0,375.0
4124053,PR,Santa Terezinha de Itaipu,174.0,339.0
4124103,PR,Santo Antônio da Platina,326.0,518.0
4124202,PR,Santo Antônio do Caiuá,30.0,63.0
4124301,PR,Santo Antônio do Paraíso,85.0,184.0
4124400,PR,Santo Antônio do Sudoeste,301.0,357.0
4124509,PR,Santo Inácio,86.0,162.0
4124608,PR,São Carlos do Ivaí,68.0,198.0
4124707,PR,São Jerônimo da Serra,336.0,491.0
4124806,PR,São João,469.0,605.0
4124905,PR,São João do Caiuá,61.0,140.0
4125001,PR,São João do Ivaí,278.0,467.0
4125100,PR,São João do Triunfo,1142.0,1246.0
4125209,PR,São Jorge d'Oeste,363.0,481.0
4125308,PR,São Jorge do Ivaí,159.0,430.0
4125357,PR,São Jorge do Patrocínio,150.0,199.0
4125407,PR,São José da Boa Vista,195.0,311.0
4125456,PR,São José das Palmeiras,76.0,114.0
4125506,PR,São José dos Pinhais,830.0,1234.0
4125555,PR,São Manoel do Paraná,40.0,49.0
4125605,PR,São Mateus do Sul,1364.0,1932.0
4125704,PR,São Miguel do Iguaçu,759.0,1252.0
4125753,PR,São Pedro do Iguaçu,224.0,376.0
4125803,PR,São Pedro do Ivaí,145.0,318.0
4125902,PR,São Pedro do Paraná,51.0,81.0
4126009,PR,São Sebastião da Amoreira,111.0,257.0
4126108,PR,São Tomé,73.0,88.0
4126207,PR,Sapopema,97.0,141.0
4126256,PR,Sarandi,99.0,228.0
4126272,PR,Saudade do Iguaçu,143.0,164.0
4126306,PR,Sengés,140.0,300.0
4126355,PR,Serranópolis do Iguaçu,368.0,505.0
4126405,PR,Sertaneja,121.0,383.0
4126504,PR,Sertanópolis,281.0,710.0
4126603,PR,Siqueira Campos,145.0,196.0
4126652,PR,Sulina,191.0,226.0
4126678,PR,Tamarana,170.0,306.0
4126702,PR,Tamboara,76.0,132.0
4126801,PR,Tapejara,104.0,354.0
4126900,PR,Tapira,127.0,206.0
4127007,PR,Teixeira Soares,391.0,702.0
4127106,PR,Telêmaco Borba,11.0,180.0
4127205,PR,Terra Boa,149.0,224.0
4127304,PR,Terra Rica,169.0,355.0
4127403,PR,Terra Roxa,482.0,883.0
4127502,PR,Tibagi,376.0,968.0
4127601,PR,Tijucas do Sul,199.0,276.0
4127700,PR,Toledo,1564.0,2616.0
4127809,PR,Tomazina,288.0,405.0
4127858,PR,Três Barras do Paraná,482.0,629.0
4127882,PR,Tunas do Paraná,19.0,63.0
4127908,PR,Tuneiras do Oeste,214.0,312.0
4127957,PR,Tupãssi,308.0,526.0
4127965,PR,Turvo,254.0,355.0
4128005,PR,Ubiratã,436.0,877.0
4128104,PR,Umuarama,400.0,693.0
4128203,PR,União da Vitória,283.0,380.0
4128302,PR,Uniflor,62.0,107.0
4128401,PR,Uraí,304.0,504.0
4128500,PR,Wenceslau Braz,230.0,388.0
4128534,PR,Ventania,105.0,231.0
4128559,PR,Vera Cruz do Oeste,315.0,419.0
4128609,PR,Verê,435.0,568.0
4128625,PR,Alto Paraíso,79.0,190.0
4128633,PR,Doutor Ulysses,67.0,79.0
4128658,PR,Virmond,278.0,331.0
4128708,PR,Vitorino,253.0,447.0
4128807,PR,Xambrê,97.0,147.0
4200051,SC,Abdon Batista,253.0,261.0
4200101,SC,Abelardo Luz,525.0,772.0
4200200,SC,Agrolândia,379.0,543.0
4200309,SC,Agronômica,415.0,524.0
4200408,SC,Água Doce,392.0,667.0
4200507,SC,Águas de Chapecó,256.0,271.0
4200556,SC,Águas Frias,111.0,116.0
4200606,SC,Águas Mornas,364.0,400.0
4200705,SC,Alfredo Wagner,1165.0,1536.0
4200754,SC,Alto Bela Vista,135.0,152.0
4200804,SC,Anchieta,211.0,253.0
4200903,SC,Angelina,634.0,859.0
4201000,SC,Anita Garibaldi,270.0,310.0
4201109,SC,Anitápolis,294.0,332.0
4201208,SC,Antônio Carlos,391.0,614.0
4201257,SC,Apiúna,255.0,311.0
4201273,SC,Arabutã,196.0,221.0
4201307,SC,Araquari,157.0,272.0
4201406,SC,Araranguá,457.0,591.0
4201505,SC,Armazém,150.0,163.0
4201604,SC,Arroio Trinta,143.0,182.0
4201653,SC,Arvoredo,112.0,118.0
4201703,SC,Ascurra,91.0,126.0
4201802,SC,Atalanta,376.0,562.0
4201901,SC,Aurora,609.0,950.0
4201950,SC,Balneário Arroio do Silva,9.0,28.0
4202008,SC,Balneário Camboriú,,
4202057,SC,Balneário Barra do Sul,9.0,11.0
4202073,SC,Balneário Gaivota,49.0,62.0
4202081,SC,Bandeirante,122.0,141.0
4202099,SC,Barra Bonita,92.0,104.0
4202107,SC,Barra Velha,91.0,141.0
4202131,SC,Bela Vista do Toldo,702.0,832.0
4202156,SC,Belmonte,125.0,150.0
4202206,SC,Benedito Novo,235.0,292.0
4202305,SC,Biguaçu,186.0,411.0
4202404,SC,Blumenau,241.0,285.0
4202438,SC,Bocaina do Sul,158.0,194.0
4202453,SC,Bombinhas,2.0,
4202503,SC,Bom Jardim da Serra,385.0,538.0
4202537,SC,Bom Jesus,80.0,112.0
4202578,SC,Bom Jesus do Oeste,112.0,129.0
4202602,SC,Bom Retiro,364.0,565.0
4202701,SC,Botuverá,109.0,
4202800,SC,Braço do Norte,377.0,468.0
4202859,SC,Braço do Trombudo,185.0,251.0
4202875,SC,Brunópolis,266.0,356.0
4202909,SC,Brusque,26.0,
4203006,SC,Caçador,685.0,1004.0
4203105,SC,Caibi,280.0,338.0
4203154,SC,Calmon,102.0,188.0
4203204,SC,Camboriú,54.0,70.0
4203253,SC,Capão Alto,183.0,252.0
4203303,SC,Campo Alegre,366.0,444.0
4203402,SC,Campo Belo do Sul,203.0,303.0
4203501,SC,Campo Erê,170.0,308.0
4203600,SC,Campos Novos,691.0,1141.0
4203709,SC,Canelinha,61.0,82.0
4203808,SC,Canoinhas,1799.0,2348.0
4203907,SC,Capinzal,198.0,260.0
4203956,SC,Capivari de Baixo,15.0,51.0
4204004,SC,Catanduvas,102.0,128.0
4204103,SC,Caxambu do Sul,287.0,350.0
4204152,SC,Celso Ramos,224.0,245.0
4204178,SC,Cerro Negro,104.0,133.0
4204194,SC,Chapadão do Lageado,489.0,722.0
4204202,SC,Chapecó,591.0,796.0
4204251,SC,Cocal do Sul,79.0,100.0
4204301,SC,Concórdia,1056.0,1250.0
4204350,SC,Cordilheira Alta,102.0,112.0
4204400,SC,Coronel Freitas,360.0,395.0
4204459,SC,Coronel Martins,155.0,173.0
4204509,SC,Corupá,514.0,709.0
4204558,SC,Correia Pinto,181.0,231.0
4204608,SC,Criciúma,285.0,407.0
4204707,SC,Cunha Porã,433.0,559.0
4204756,SC,Cunhataí,135.0,155.0
4204806,SC,Curitibanos,413.0,664.0
4204905,SC,Descanso,449.0,523.0
4205001,SC,Dionísio Cerqueira,294.0,404.0
4205100,SC,Dona Emma,248.0,302.0
4205159,SC,Doutor Pedrinho,183.0,226.0
4205175,SC,Entre Rios,49.0,51.0
4205191,SC,Ermo,117.0,195.0
4205209,SC,Erval Velho,178.0,236.0
4205308,SC,Faxinal dos Guedes,223.0,324.0
4205357,SC,Flor do Sertão,62.0,68.0
4205407,SC,Florianópolis,28.0,40.0
4205431,SC,Formosa do Sul,139.0,145.0
4205456,SC,Forquilhinha,313.0,574.0
4205506,SC,Fraiburgo,511.0,871.0
4205555,SC,Frei Rogério,258.0,344.0
4205605,SC,Galvão,152.0,203.0
4205704,SC,Garopaba,7.0,11.0
4205803,SC,Garuva,137.0,191.0
4205902,SC,Gaspar,232.0,326.0
4206009,SC,Governador Celso Ramos,13.0,16.0
4206108,SC,Grão-Pará,520.0,637.0
4206207,SC,Gravatal,42.0,68.0
4206306,SC,Guabiruba,90.0,109.0
4206405,SC,Guaraciaba,529.0,667.0
4206504,SC,Guaramirim,268.0,395.0
4206603,SC,Guarujá do Sul,118.0,145.0
4206652,SC,Guatambú,224.0,295.0
4206702,SC,Herval d'Oeste,241.0,271.0
4206751,SC,Ibiam,180.0,212.0
4206801,SC,Ibicaré,179.0,234.0
4206900,SC,Ibirama,298.0,370.0
4207007,SC,Içara,575.0,670.0
4207106,SC,Ilhota,143.0,198.0
4207205,SC,Imaruí,97.0,169.0
4207304,SC,Imbituba,36.0,82.0
4207403,SC,Imbuia,649.0,902.0
4207502,SC,Indaial,293.0,371.0
4207577,SC,Iomerê,245.0,318.0
4207601,SC,Ipira,184.0,201.0
4207650,SC,Iporã do Oeste,427.0,486.0
4207684,SC,Ipuaçu,218.0,300.0
4207700,SC,Ipumirim,324.0,362.0
4207759,SC,Iraceminha,307.0,366.0
4207809,SC,Irani,220.0,249.0
4207858,SC,Irati,76.0,81.0
4207908,SC,Irineópolis,1100.0,1441.0
4208005,SC,Itá,170.0,183.0
4208104,SC,Itaiópolis,1606.0,1947.0
4208203,SC,Itajaí,127.0,201.0
4208302,SC,Itapema,18.0,28.0
4208401,SC,Itapiranga,473.0,562.0
4208450,SC,Itapoá,32.0,39.0
4208500,SC,Ituporanga,1372.0,2093.0
4208609,SC,Jaborá,282.0,322.0
4208708,SC,Jacinto Machado,523.0,706.0
4208807,SC,Jaguaruna,269.0,377.0
4208906,SC,Jaraguá do Sul,341.0,430.0
4208955,SC,Jardinópolis,92.0,95.0
4209003,SC,Joaçaba,340.0,419.0
4209102,SC,Joinville,578.0,793.0
4209151,SC,José Boiteux,325.0,395.0
4209177,SC,Jupiá,159.0,183.0
4209201,SC,Lacerdópolis,162.0,205.0
4209300,SC,Lages,452.0,823.0
4209409,SC,Laguna,28.0,43.0
4209458,SC,Lajeado Grande,112.0,132.0
4209508,SC,Laurentino,156.0,190.0
4209607,SC,Lauro Müller,142.0,161.0
4209706,SC,Lebon Régis,370.0,534.0
4209805,SC,Leoberto Leal,536.0,772.0
4209854,SC,Lindóia do Sul,277.0,300.0
4209904,SC,Lontras,306.0,420.0
4210001,SC,Luiz Alves,329.0,408.0
4210035,SC,Luzerna,140.0,163.0
4210050,SC,Macieira,150.0,209.0
4210100,SC,Mafra,1333.0,1912.0
4210209,SC,Major Gercino,245.0,272.0
4210308,SC,Major Vieira,591.0,716.0
4210407,SC,Maracajá,107.0,142.0
4210506,SC,Maravilha,348.0,406.0
4210555,SC,Marema,199.0,229.0
4210605,SC,Massaranduba,631.0,795.0
4210704,SC,Matos Costa,100.0,120.0
4210803,SC,Meleiro,335.0,617.0
4210852,SC,Mirim Doce,170.0,219.0
4210902,SC,Modelo,143.0,178.0
4211009,SC,Mondaí,272.0,316.0
4211058,SC,Monte Carlo,96.0,179.0
4211108,SC,Monte Castelo,244.0,296.0
4211207,SC,Morro da Fumaça,118.0,139.0
4211256,SC,Morro Grande,221.0,303.0
4211306,SC,Navegantes,34.0,44.0
4211405,SC,Nova Erechim,166.0,193.0
4211454,SC,Nova Itaberaba,181.0,195.0
4211504,SC,Nova Trento,263.0,
4211603,SC,Nova Veneza,293.0,474.0
4211652,SC,Novo Horizonte,167.0,186.0
4211702,SC,Orleans,594.0,683.0
4211751,SC,Otacílio Costa,184.0,307.0
4211801,SC,Ouro,440.0,484.0
4211850,SC,Ouro Verde,166.0,257.0
4211876,SC,Paial,95.0,104.0
4211892,SC,Painel,135.0,185.0
4211900,SC,Palhoça,37.0,55.0
4212007,SC,Palma Sola,157.0,209.0
4212056,SC,Palmeira,147.0,175.0
4212106,SC,Palmitos,689.0,797.0
4212205,SC,Papanduva,767.0,986.0
4212239,SC,Paraíso,191.0,220.0
4212254,SC,Passo de Torres,34.0,47.0
4212270,SC,Passos Maia,195.0,263.0
4212304,SC,Paulo Lopes,43.0,59.0
4212403,SC,Pedras Grandes,178.0,207.0
4212502,SC,Penha,18.0,26.0
4212601,SC,Peritiba,131.0,150.0
4212650,SC,Pescaria Brava,20.0,28.0
4212700,SC,Petrolândia,742.0,984.0
4212809,SC,Balneário Piçarras,65.0,96.0
4212908,SC,Pinhalzinho,280.0,353.0
4213005,SC,Pinheiro Preto,146.0,231.0
4213104,SC,Piratuba,151.0,164.0
4213153,SC,Planalto Alegre,133.0,147.0
4213203,SC,Pomerode,231.0,264.0
4213302,SC,Ponte Alta,124.0,172.0
4213351,SC,Ponte Alta do Norte,34.0,75.0
4213401,SC,Ponte Serrada,142.0,180.0
4213500,SC,Porto Belo,40.0,57.0
4213609,SC,Porto União,558.0,756.0
4213708,SC,Pouso Redondo,605.0,732.0
4213807,SC,Praia Grande,164.0,224.0
4213906,SC,Presidente Castello Branco,147.0,156.0
4214003,SC,Presidente Getúlio,590.0,756.0
4214102,SC,Presidente Nereu,252.0,325.0
4214151,SC,Princesa,167.0,203.0
4214201,SC,Quilombo,394.0,457.0
4214300,SC,Rancho Queimado,259.0,353.0
4214409,SC,Rio das Antas,427.0,581.0
4214508,SC,Rio do Campo,461.0,590.0
4214607,SC,Rio do Oeste,584.0,754.0
4214706,SC,Rio dos Cedros,229.0,343.0
4214805,SC,Rio do Sul,309.0,352.0
4214904,SC,Rio Fortuna,422.0,503.0
4215000,SC,Rio Negrinho,460.0,652.0
4215059,SC,Rio Rufino,155.0,203.0
4215075,SC,Riqueza,191.0,207.0
4215109,SC,Rodeio,159.0,196.0
4215208,SC,Romelândia,224.0,258.0
4215307,SC,Salete,323.0,381.0
4215356,SC,Saltinho,138.0,150.0
4215406,SC,Salto Veloso,117.0,147.0
4215455,SC,Sangão,88.0,107.0
4215505,SC,Santa Cecília,109.0,248.0
4215554,SC,Santa Helena,114.0,139.0
4215604,SC,Santa Rosa de Lima,195.0,217.0
4215653,SC,Santa Rosa do Sul,213.0,238.0
4215679,SC,Santa Terezinha,1364.0,1582.0
4215687,SC,Santa Terezinha do Progresso,71.0,73.0
4215695,SC,Santiago do Sul,71.0,77.0
4215703,SC,Santo Amaro da Imperatriz,110.0,133.0
4215752,SC,São Bernardino,126.0,150.0
4215802,SC,São Bento do Sul,251.0,342.0
4215901,SC,São Bonifácio,239.0,265.0
4216008,SC,São Carlos,339.0,405.0
4216057,SC,São Cristóvão do Sul,46.0,69.0
4216107,SC,São Domingos,386.0,538.0
4216206,SC,São Francisco do Sul,49.0,65.0
4216255,SC,São João do Oeste,348.0,415.0
4216305,SC,São João Batista,92.0,
4216354,SC,São João do Itaperiú,165.0,249.0
4216404,SC,São João do Sul,280.0,367.0
4216503,SC,São Joaquim,1464.0,2544.0
4216602,SC,São José,19.0,23.0
4216701,SC,São José do Cedro,377.0,450.0
4216800,SC,São José do Cerrito,478.0,558.0
4216909,SC,São Lourenço do Oeste,460.0,527.0
4217006,SC,São Ludgero,158.0,185.0
4217105,SC,São Martinho,139.0,151.0
4217154,SC,São Miguel da Boa Vista,89.0,103.0
4217204,SC,São Miguel do Oeste,258.0,317.0
4217253,SC,São Pedro de Alcântara,67.0,
4217303,SC,Saudades,375.0,415.0
4217402,SC,Schroeder,63.0,
4217501,SC,Seara,427.0,470.0
4217550,SC,Serra Alta,153.0,186.0
4217600,SC,Siderópolis,202.0,229.0
4217709,SC,Sombrio,276.0,347.0
4217758,SC,Sul Brasil,133.0,148.0
4217808,SC,Taió,821.0,1085.0
4217907,SC,Tangará,535.0,785.0
4217956,SC,Tigrinhos,65.0,77.0
4218004,SC,Tijucas,151.0,205.0
4218103,SC,Timbé do Sul,189.0,277.0
4218202,SC,Timbó,170.0,222.0
4218251,SC,Timbó Grande,94.0,108.0
4218301,SC,Três Barras,156.0,320.0
4218350,SC,Treviso,67.0,79.0
4218400,SC,Treze de Maio,279.0,325.0
4218509,SC,Treze Tílias,227.0,373.0
4218608,SC,Trombudo Central,179.0,251.0
4218707,SC,Tubarão,201.0,336.0
4218756,SC,Tunápolis,277.0,345.0
4218806,SC,Turvo,525.0,874.0
4218855,SC,União do Oeste,160.0,174.0
4218905,SC,Urubici,431.0,599.0
4218954,SC,Urupema,156.0,217.0
4219002,SC,Urussanga,225.0,268.0
4219101,SC,Vargeão,164.0,222.0
4219150,SC,Vargem,192.0,237.0
4219176,SC,Vargem Bonita,161.0,196.0
4219200,SC,Vidal Ramos,811.0,985.0
4219309,SC,Videira,722.0,1026.0
4219358,SC,Vitor Meireles,461.0,584.0
4219408,SC,Witmarsum,384.0,409.0
4219507,SC,Xanxerê,286.0,474.0
4219606,SC,Xavantina,335.0,372.0
4219705,SC,Xaxim,523.0,635.0
4219853,SC,Zortéa,88.0,141.0
4220000,SC,Balneário Rincão,29.0,37.0
4300034,RS,Aceguá,364.0,774.0
4300059,RS,Água Santa,384.0,668.0
4300109,RS,Agudo,924.0,1345.0
4300208,RS,Ajuricaba,535.0,939.0
4300307,RS,Alecrim,229.0,281.0
4300406,RS,Alegrete,1031.0,2326.0
4300455,RS,Alegria,207.0,275.0
4300471,RS,Almirante Tamandaré do Sul,243.0,372.0
4300505,RS,Alpestre,392.0,411.0
4300554,RS,Alto Alegre,193.0,289.0
4300570,RS,Alto Feliz,165.0,216.0
4300604,RS,Alvorada,17.0,21.0
4300638,RS,Amaral Ferrador,734.0,796.0
4300646,RS,Ametista do Sul,55.0,65.0
4300661,RS,André da Rocha,117.0,197.0
4300703,RS,Anta Gorda,538.0,632.0
4300802,RS,Antônio Prado,839.0,1199.0
4300851,RS,Arambaré,117.0,438.0
4300877,RS,Araricá,26.0,29.0
4300901,RS,Aratiba,294.0,315.0
4301008,RS,Arroio do Meio,387.0,500.0
4301057,RS,Arroio do Sal,29.0,36.0
4301073,RS,Arroio do Padre,340.0,456.0
4301107,RS,Arroio dos Ratos,166.0,234.0
4301206,RS,Arroio do Tigre,881.0,1003.0
4301305,RS,Arroio Grande,371.0,942.0
4301404,RS,Arvorezinha,520.0,560.0
4301503,RS,Augusto Pestana,629.0,1056.0
4301552,RS,Áurea,306.0,368.0
4301602,RS,Bagé,519.0,1166.0
4301636,RS,Balneário Pinhal,13.0,27.0
4301651,RS,Barão,283.0,346.0
4301701,RS,Barão de Cotegipe,380.0,437.0
4301750,RS,Barão do Triunfo,984.0,1035.0
4301800,RS,Barracão,331.0,424.0
4301859,RS,Barra do Guarita,38.0,47.0
4301875,RS,Barra do Quaraí,87.0,324.0
4301909,RS,Barra do Ribeiro,287.0,603.0
4301925,RS,Barra do Rio Azul,143.0,148.0
4301958,RS,Barra Funda,151.0,174.0
4302006,RS,Barros Cassal,386.0,437.0
4302055,RS,Benjamin Constant do Sul,80.0,86.0
4302105,RS,Bento Gonçalves,898.0,1215.0
4302154,RS,Boa Vista das Missões,103.0,243.0
4302204,RS,Boa Vista do Buricá,221.0,280.0
4302220,RS,Boa Vista do Cadeado,311.0,665.0
4302238,RS,Boa Vista do Incra,255.0,558.0
4302253,RS,Boa Vista do Sul,233.0,268.0
4302303,RS,Bom Jesus,459.0,936.0
4302352,RS,Bom Princípio,278.0,353.0
4302378,RS,Bom Progresso,76.0,124.0
4302402,RS,Bom Retiro do Sul,119.0,149.0
4302451,RS,Boqueirão do Leão,419.0,438.0
4302501,RS,Bossoroca,340.0,615.0
4302584,RS,Bozano,244.0,493.0
4302600,RS,Braga,148.0,216.0
4302659,RS,Brochier,279.0,300.0
4302709,RS,Butiá,154.0,268.0
4302808,RS,Caçapava do Sul,761.0,1148.0
4302907,RS,Cacequi,263.0,714.0
4303004,RS,Cachoeira do Sul,1257.0,2656.0
4303103,RS,Cachoeirinha,6.0,11.0
4303202,RS,Cacique Doble,348.0,391.0
4303301,RS,Caibaté,181.0,290.0
4303400,RS,Caiçara,329.0,368.0
4303509,RS,Camaquã,1912.0,2746.0
4303558,RS,Camargo,298.0,438.0
4303608,RS,Cambará do Sul,132.0,197.0
4303673,RS,Campestre da Serra,386.0,550.0
4303707,RS,Campina das Missões,440.0,575.0
4303806,RS,Campinas do Sul,233.0,393.0
4303905,RS,Campo Bom,43.0,53.0
4304002,RS,Campo Novo,132.0,255.0
4304101,RS,Campos Borges,221.0,332.0
4304200,RS,Candelária,1327.0,1761.0
4304309,RS,Cândido Godói,609.0,794.0
4304358,RS,Candiota,214.0,361.0
4304408,RS,Canela,69.0,83.0
4304507,RS,Canguçu,3799.0,4646.0
4304606,RS,Canoas,25.0,48.0
4304614,RS,Canudos do Vale,113.0,118.0
4304622,RS,Capão Bonito do Sul,154.0,294.0
4304630,RS,Capão da Canoa,16.0,23.0
4304655,RS,Capão do Cipó,203.0,442.0
4304663,RS,Capão do Leão,121.0,345.0
4304671,RS,Capivari do Sul,74.0,255.0
4304689,RS,Capela de Santana,181.0,261.0
4304697,RS,Capitão,108.0,114.0
4304705,RS,Carazinho,245.0,596.0
4304713,RS,Caraá,96.0,117.0
4304804,RS,Carlos Barbosa,500.0,677.0
4304853,RS,Carlos Gomes,116.0,130.0
4304903,RS,Casca,528.0,713.0
4304952,RS,Caseiros,200.0,313.0
4305009,RS,Catuípe,518.0,861.0
4305108,RS,Caxias do Sul,2057.0,3164.0
4305116,RS,Centenário,274.0,316.0
4305124,RS,Cerrito,229.0,328.0
4305132,RS,Cerro Branco,250.0,312.0
4305157,RS,Cerro Grande,61.0,76.0
4305173,RS,Cerro Grande do Sul,776.0,886.0
4305207,RS,Cerro Largo,328.0,416.0
4305306,RS,Chapada,592.0,970.0
4305355,RS,Charqueadas,43.0,110.0
4305371,RS,Charrua,247.0,320.0
4305405,RS,Chiapetta,223.0,449.0
4305439,RS,Chuí,24.0,46.0
4305447,RS,Chuvisca,722.0,783.0
4305454,RS,Cidreira,37.0,80.0
4305504,RS,Ciríaco,305.0,381.0
4305587,RS,Colinas,140.0,169.0
4305603,RS,Colorado,302.0,576.0
4305702,RS,Condor,319.0,600.0
4305801,RS,Constantina,395.0,465.0
4305835,RS,Coqueiro Baixo,128.0,141.0
4305850,RS,Coqueiros do Sul,283.0,432.0
4305871,RS,Coronel Barros,272.0,437.0
4305900,RS,Coronel Bicaco,304.0,539.0
4305934,RS,Coronel Pilar,312.0,396.0
4305959,RS,Cotiporã,372.0,486.0
4305975,RS,Coxilha,187.0,403.0
4306007,RS,Crissiumal,564.0,756.0
4306056,RS,Cristal,413.0,652.0
4306072,RS,Cristal do Sul,56.0,79.0
4306106,RS,Cruz Alta,346.0,1023.0
4306130,RS,Cruzaltense,253.0,333.0
4306205,RS,Cruzeiro do Sul,483.0,603.0
4306304,RS,David Canabarro,466.0,536.0
4306320,RS,Derrubadas,202.0,279.0
4306353,RS,Dezesseis de Novembro,114.0,132.0
4306379,RS,Dilermando de Aguiar,167.0,356.0
4306403,RS,Dois Irmãos,76.0,99.0
4306429,RS,Dois Irmãos das Missões,96.0,213.0
4306452,RS,Dois Lajeados,296.0,375.0
4306502,RS,Dom Feliciano,1673.0,1866.0
4306551,RS,Dom Pedro de Alcântara,169.0,205.0
4306601,RS,Dom Pedrito,536.0,1689.0
4306700,RS,Dona Francisca,215.0,310.0
4306734,RS,Doutor Maurício Cardoso,398.0,529.0
4306759,RS,Doutor Ricardo,146.0,157.0
4306767,RS,Eldorado do Sul,121.0,315.0
4306809,RS,Encantado,155.0,168.0
4306908,RS,Encruzilhada do Sul,806.0,1235.0
4306924,RS,Engenho Velho,82.0,109.0
4306932,RS,Entre-Ijuís,501.0,741.0
4306957,RS,Entre Rios do Sul,95.0,121.0
4306973,RS,Erebango,148.0,256.0
4307005,RS,Erechim,617.0,760.0
4307054,RS,Ernestina,244.0,406.0
4307104,RS,Herval,276.0,379.0
4307203,RS,Erval Grande,163.0,186.0
4307302,RS,Erval Seco,315.0,401.0
4307401,RS,Esmeralda,134.0,286.0
4307450,RS,Esperança do Sul,106.0,136.0
4307500,RS,Espumoso,654.0,1069.0
4307559,RS,Estação,155.0,225.0
4307609,RS,Estância Velha,44.0,54.0
4307708,RS,Esteio,1.0,
4307807,RS,Estrela,508.0,713.0
4307815,RS,Estrela Velha,275.0,377.0
4307831,RS,Eugênio de Castro,221.0,450.0
4307864,RS,Fagundes Varela,262.0,390.0
4307906,RS,Farroupilha,1011.0,1554.0
4308003,RS,Faxinal do Soturno,328.0,425.0
4308052,RS,Faxinalzinho,123.0,177.0
4308078,RS,Fazenda Vilanova,97.0,135.0
4308102,RS,Feliz,251.0,315.0
4308201,RS,Flores da Cunha,1011.0,1622.0
4308250,RS,Floriano Peixoto,190.0,220.0
4308300,RS,Fontoura Xavier,304.0,344.0
4308409,RS,Formigueiro,407.0,692.0
4308433,RS,Forquetinha,150.0,170.0
4308458,RS,Fortaleza dos Valos,267.0,575.0
4308508,RS,Frederico Westphalen,436.0,507.0
4308607,RS,Garibaldi,618.0,868.0
4308656,RS,Garruchos,144.0,248.0
4308706,RS,Gaurama,352.0,412.0
4308805,RS,General Câmara,293.0,405.0
4308854,RS,Gentil,178.0,277.0
4308904,RS,Getúlio Vargas,351.0,540.0
4309001,RS,Giruá,688.0,1152.0
4309050,RS,Glorinha,207.0,303.0
4309100,RS,Gramado,169.0,198.0
4309126,RS,Gramado dos Loureiros,110.0,146.0
4309159,RS,Gramado Xavier,227.0,244.0
4309209,RS,Gravataí,207.0,278.0
4309258,RS,Guabiju,172.0,222.0
4309308,RS,Guaíba,159.0,256.0
4309407,RS,Guaporé,355.0,454.0
4309506,RS,Guarani das Missões,474.0,633.0
4309555,RS,Harmonia,312.0,428.0
4309571,RS,Herveiras,199.0,213.0
4309605,RS,Horizontina,340.0,451.0
4309654,RS,Hulha Negra,437.0,661.0
4309704,RS,Humaitá,288.0,398.0
4309753,RS,Ibarama,196.0,197.0
4309803,RS,Ibiaçá,381.0,614.0
4309902,RS,Ibiraiaras,484.0,736.0
4309951,RS,Ibirapuitã,245.0,431.0
4310009,RS,Ibirubá,868.0,1562.0
4310108,RS,Igrejinha,72.0,81.0
4310207,RS,Ijuí,1122.0,1815.0
4310306,RS,Ilópolis,300.0,336.0
4310330,RS,Imbé,6.0,
4310363,RS,Imigrante,139.0,163.0
4310405,RS,Independência,400.0,584.0
4310413,RS,Inhacorá,86.0,159.0
4310439,RS,Ipê,524.0,748.0
4310462,RS,Ipiranga do Sul,236.0,358.0
4310504,RS,Iraí,252.0,278.0
4310538,RS,Itaara,67.0,97.0
4310553,RS,Itacurubi,176.0,274.0
4310579,RS,Itapuca,231.0,258.0
4310603,RS,Itaqui,244.0,1065.0
4310652,RS,Itati,83.0,94.0
4310702,RS,Itatiba do Sul,120.0,125.0
4310751,RS,Ivorá,243.0,310.0
4310801,RS,Ivoti,106.0,134.0
4310850,RS,Jaboticaba,132.0,180.0
4310876,RS,Jacuizinho,149.0,252.0
4310900,RS,Jacutinga,169.0,246.0
4311007,RS,Jaguarão,276.0,708.0
4311106,RS,Jaguari,915.0,1173.0
4311122,RS,Jaquirana,172.0,241.0
4311130,RS,Jari,256.0,392.0
4311155,RS,Jóia,610.0,1065.0
4311205,RS,Júlio de Castilhos,610.0,1301.0
4311239,RS,Lagoa Bonita do Sul,169.0,181.0
4311254,RS,Lagoão,167.0,196.0
4311270,RS,Lagoa dos Três Cantos,167.0,290.0
4311304,RS,Lagoa Vermelha,480.0,812.0
4311403,RS,Lajeado,171.0,213.0
4311429,RS,Lajeado do Bugre,75.0,104.0
4311502,RS,Lavras do Sul,343.0,594.0
4311601,RS,Liberato Salzano,395.0,441.0
4311627,RS,Lindolfo Collor,74.0,107.0
4311643,RS,Linha Nova,135.0,164.0
4311700,RS,Machadinho,253.0,285.0
4311718,RS,Maçambará,145.0,578.0
4311734,RS,Mampituba,101.0,118.0
4311759,RS,Manoel Viana,259.0,461.0
4311775,RS,Maquiné,225.0,285.0
4311791,RS,Maratá,245.0,282.0
4311809,RS,Marau,879.0,1383.0
4311908,RS,Marcelino Ramos,252.0,282.0
